id,name,price,description,image,category_id,brand_id,brand_name,tiki_product_id
575,Tông đơ cắt tóc chuyên nghiệp thế hệ mẫu mã kiểu dáng mớiKemei KM1998,381000,Giới thiệu TÔNG ĐƠ CẮT TÓC KEMEI KM – 1998 MÁY NHẸ SIÊU MẠNHTông đơ không dây KEMEI KM-1998 là sản phẩm tông đơ cao cấp nhất của thương hiệu Kemei hiện nay.Đây là Tông Đơ Pin với kiểu dáng sang trọng...,https://salt.tikicdn.com/cache/280x280/ts/product/3c/ae/87/5fe172261402c023ab8fab209d1157f1.jpg,3,63894,Kemei,48972911
576,Bàn Ủi Hơi Nước Philips STH3010/70 (1000W) - Hàng Chính Hãng,1035000,"Bàn Ủi Hơi Nước Philips STH3010/70 - Hàng Chính Hãng tiện lợi, dễ sử dụngChắc chắn, nhẹ và tay cầm gấp gọn đượcNgăn chứa nước tháo rời – Dung tích 100ml có thể ủi được 3 món đồỦi nếp nhăn nhanh ...",https://salt.tikicdn.com/cache/280x280/ts/product/31/4d/40/e8b521bb3a92d5a90607bd7139b250f4.jpg,3,19018,Philips,81676555
577,Máy cạo râu du lịch cầm tay Philips S1301/02 - Chính hãng,829000,"THÔNG TIN CHI TIẾT VỀ MÁY CẠO RÂU PHILIPS S1301/02:Máy cạo râu Series 1000 mới của Philips được thiết kế để cạo râu dễ dàng, êm ái và bảo vệ da tốt hơn. Lưỡi cạo tự mài bén chất lượng cao và đầu cạo ...",https://salt.tikicdn.com/cache/280x280/ts/product/55/37/e8/912cb6343828ec7e777292472b96f1ae.jpg,3,19018,Philips,178462954
578,Tông đơ cắt tóc chuyên nghiệp kemei 809A,229000,"Tông Đơ Cắt Tóc Chuyên Nghiệp Kemei 809AHiện nay, việc mua tông đơ về cắt tóc cho cả nhà là chuyện thường gặp tại các gia đình tại Việt Nam. Bố cắt cho con, các mẹ cắt cho các bé khi các bé sợ ra tiệ...",https://salt.tikicdn.com/cache/280x280/ts/product/73/b8/39/9cd7df8c16813a6f05ff05e250b943f8.jpg,3,63894,Kemei,51998725
579,Máy cạo râu du lịch Philips PQ206,339000,THÔNG TIN CHI TIẾT MÁY CẠO RÂU DU LỊCH PQ206:Máy cạo râu có thể sạc lại PQ206 của Philips kết hợp hệ thống cạo cắt sát với các đầu xoay độc lập. Bạn có thể tự tin rằng bạn sẽ luôn trông tuyệt vời mỗ...,https://salt.tikicdn.com/cache/280x280/ts/product/75/88/42/8da7a17729324e84f668f966e337ec13.jpg,3,19018,Philips,178462936
580,Nồi Chiên Không Dầu Sunhouse SHD4027 (6 Lít) - Hàng chính hãng,1099000,"Thiết kế hiện đại, sang trọng với chất liệu an toànNồi chiên không dầu SUNHOUSE SHD4027 6 lít có kiểu dáng hiện đại với tone màu đen bạc sang trọng, tối giản, phù hợp với nhiều không gian nội thất kh...",https://salt.tikicdn.com/cache/280x280/ts/product/d9/e1/0b/3801266082c4699dc6d8fc620fb39a51.jpg,3,41048,Sunhouse,162177652
581,Cây Nước Nóng Lạnh Sunhouse SHD9601 - Hàng chính hãng,940000,"Thiết kế hiện đại, trang nhãCây nước nóng lạnh Sunhouse SHD9601 kiểu dáng nhỏ gọn, kích thước 31.2x30x39.7 cm và cân nặng chỉ 2.5kg, cây nước Sunhouse SHD9601 rất tiết kiệm diện tích nên bạn có thể t...",https://salt.tikicdn.com/cache/280x280/ts/product/b1/e6/be/69ad14f8bd31b104d7a0c79e353829a6.jpg,3,41048,Sunhouse,2241935
582,Tông Đơ Cắt Tóc Kemei KM 5017 - Tặng Kèm Bộ Kéo Cắt Và Tỉa Tóc Không Gỉ Và Lược,350000,"Tông Đơ Cắt Tóc KM 5017 - Tặng Kèm Bộ Kéo Cắt Và Tỉa Tóc Không Gỉ Và Lược - Tông đơ cắt tóc Kemei 5017 Thiết kế nhỏ gọn ,tiện dụng.- Lưỡi cắt mỏng ,mau giúp cắt sạch ,trắng kể cả tóc mỏng ,thưa.- ...",https://salt.tikicdn.com/cache/280x280/ts/product/38/a0/5d/4a68b3a580d3b7105e48568d99b3d12e.jpg,3,63894,Kemei,68942787
583,Máy Cạo Râu KM-6650 Đa Năng 4 Trong 1 Tích Hợp Pin 1400 mAh Công Suất 3W Kiêm Tông Đơ Cắt Tóc & Máy Tỉa Lông Mũi -HÀNG CHÍNH HÃNG,161000,CAM KẾT CỦA SHOP:HÀNG CHUẨN NHƯ HÌNHHOÀN 100% GIÁ TRỊ ĐƠN HÀNG NẾU KHÔNG GIỐNG MÔ TẢHỖ TRỢ MIỄN PHÍ ĐỔI - TRẢ SẢN PHẨM MỌI TRƯỜNG HỢP.THÔNG TIN SẢN PHẨM MÁY CẠO RÂU KEMEI 6650- Chất liệu : + Lư...,https://salt.tikicdn.com/cache/280x280/ts/product/05/d5/8f/98eee834cfad8f3974c369aaa42098da.jpg,3,63894,Kemei,174085836
584,"Quạt mini tích điện đeo cổ thời trang, giải nhiệt mùa hè đi du lịch , văn phòng DQ203 pin 2000mAH ",179000,"Thiết mang phong cách thời trang cổ điển, đa mầu sắc ( Trắng, hồng, xanh )Pin 2000mAh , quạt hoạt động 10h mà không cần sạcMàn hình LED hiển thị dung lượng Pin hiện đại Cánh quạt 29 lá chế độ gió mạn...",https://salt.tikicdn.com/cache/280x280/ts/product/f4/d6/90/5a3c0ec2edd11a41590a0dec30ad9148.jpg,3,111461,OEM,90524877
585,Máy Xay Sinh Tố Lock&Lock EJM462 (350W - 1.2 Lít) - Hàng Chính Hãng,896000,"Thiết kế hiện đại, nhỏ gọnMáy Xay Sinh Tố Lock&Lock EJM462 sở hữu thiết kế hiện đại, nhỏ gọn, với đường kính máy chỉ ngang bằng một chiếc bình hoặc một chiếc cốc nước uống hàng ngày, do đó máy rấ...",https://salt.tikicdn.com/cache/280x280/ts/product/61/42/9f/19d3c5f6a89536c44ae7397f45b9a6d1.jpg,3,48077,LocknLock,27577966
586,"Nồi Lẩu Điện Đa Năng Mini Ca Nấu Mì, Cơm Đa Năng 2 Tầng Cao Cấp Núm Xoay 2 Nấc Nhiệt Kèm Giá Hấp 1,8L Chính Hãng MINIIN",169000,"Nồi Lẩu Điện Mini Núm Xoay 2 Nấc Nhiệt Kèm Giá Hấp 1,8L, Ca Nấu Mì,Nấu Cơm Đa Năng 2 Tầng Cao Cấp- Chính Hãng MINIIN  Ưu điểm nổi bật của Nồi Điện Đa Năng 1.8 Lít - Nồi Điện Mini 2 Tầng Tặng Kèm Kh...",https://salt.tikicdn.com/cache/280x280/ts/product/57/8a/e1/c45b375ff74a70298d9c2041394721ed.png,3,5132069,MINIIN,133815741
587,Máy ép chậm Panasonic MJ L500 - Hàng nhập khẩu,4690000,"Thiết kế nhỏ gọn tinh tếMáy Ép Chậm Panasonic PAVH-MJ-L500SRA có thiết kế nhỏ gọn tinh tế không chiếm nhiều không gian bếp nhà bạn. Ống tiếp trái cây dài có thể cho được nhiều hoa quả vào ép, tiết ki...",https://salt.tikicdn.com/cache/280x280/ts/product/28/10/8c/5fdcb838f9d1cf313f396cab9aab326f.jpg,3,18804,Panasonic,26031273
588,"Máy Hút Bụi Cầm Tay Không Dây VinBuy Lực Hút Mạnh Mẽ 16000PA Chức Năng Hút Bụi Khô Và Ướt - Máy Hút Bụi Ô Tô, Máy Hút Bụi Gia Đình - Hàng Chính Hãng",351000,"Máy Hút Bụi Cầm Tay Không Dây VinBuy Lực hút mạnh mẽ - Máy Hút Bụi Ô Tô, Máy Hút Bụi Gia Đình - Hàng Chính Hãng ...",https://salt.tikicdn.com/cache/280x280/ts/product/3d/fa/c5/9757bf69cecceb9b2d90b96d9c8292fd.png,3,4224691,VinBuy,184973099
589,Nồi Hấp Điện Đa Năng 3 Tầng Braburg- Hàng Chính Hãng,585000,"Nồi Hấp Điện Đa Năng 3 Tầng Braburg- Hàng Chính HãngNồi Hấp 3 Tầng Braburg có thiết kế thời trang và tiện dụng, được tích hợp nhiều chức năng, cho bạn hấp được các loại thức ăn khác nhau mà không mấ...",https://salt.tikicdn.com/cache/280x280/ts/product/cb/32/06/27992a31711d8d76282fe177fba300da.jpg,3,159155,BRABURG,163825477
590,Máy làm sữa hạt xay nấu UNIE V8S công suất 1800W dung tích 1.75L - Hàng chính hãng,2890000,"Giới thiệu thương hiệuUnie là thương hiệu toàn cầu, Unie Việt Nam là đơn vị phân phối độc quyền và là trung tâm bảo hành sản phẩm.Unie Official Store là gian hàng chính hãng duy nhất của thương hiệu...",https://salt.tikicdn.com/cache/280x280/ts/product/61/46/f7/7c75a024011b51485f0cb93e687b3e4e.jpg,3,577673,UNIE,137543567
591,"Nồi cơm điện tử Cuckoo 1.08L CR-0675F - Tùy chọn 3 vị cơm, 9 chế độ nấu tích hợp, chế độ tự động làm sạch - Hàng chính hãng",1299000,                         ...,https://salt.tikicdn.com/cache/280x280/ts/product/0f/73/47/6bbe4f7ea9f92dfcd5f9e0f8ee96b845.jpg,3,20439,Cuckoo,194479808
592,"Máy Pha Cà Phê KONKA KCFCS2 Thiết Kế Kiểu Mới Hiện Đại, Sang Trọng - Hàng nhập khẩu",425000,"Thông tin sản phẩm - Thời gian pha 1 bình cà phê - 4 phút- Dung tích bình chứa nước - 0,3 L- Chiều dài dây điện - 0.85 m- Điện áp - 220 V- Tần số - 50 Hz...",https://salt.tikicdn.com/cache/280x280/ts/product/af/0b/ed/d947d127bff2c4e77f924d2a85f444b8.JPG,3,245913,KONKA-1,109298151
593,"Máy hút bụi không dây Lock&lock ENV356GRY đa năng cầm tay 3 trong 1 (lau sàn, hút bụi, hút bụi giường nệm), động cơ BLDC (350W) - Hàng chính hãng",5150000,"Động cơ không chổi than mạnh mẽMáy hút bụi không dây Lock&lock ENV356GRY đa năng cầm tay 3 trong 1 được trang bị động cơ không chổi than mạnh mẽ 350W, với lực hút lớn 28 kPa giúp hút bụi tối ưu ...",https://salt.tikicdn.com/cache/280x280/ts/product/26/e6/9a/446acc0fc26d2a46685c6ea37d43b263.jpg,3,48077,LocknLock,187345103
594,Máy Đánh Trứng Cầm Tay NONOSTYLE H-D03 - Đánh Trứng & Xay Gia Vị - Hàng Chính Hãng,179000,Lần đầu tiên có sự kết hợp độc đáo giữa hai chức năng đánh trứng và xay thịt trong cùng một chiếc máy. Sản phẩm Máy Đánh Trứng Đa Năng Nonostyle H-D03 là phiên bản cải tiến vượt trội hơn các loại máy ...,https://salt.tikicdn.com/cache/280x280/ts/product/b3/7b/43/8e973a144d5f73ad7e3f1016df0b12ee.png,3,4767017,Nonostyle,181359411
595,"Quạt sạc đa năng Comet CRF1406 có đèn Led, pin Lithium 2 viên x 1500 mAh - Hàng chính hãng",379000,MÔ TẢ SẢN PHẨMThông số kĩ thuật:– Công suất 6W– Pin Lithium: 2 x 1500 maH– Điện áp sạc 5V DC (cáp Micro USB tặng kèm)– Kích thước lồng quạt: 6 inch– Cấp độ gió: 3 tốc độ– Thời gian sạc: 6-8h– T...,https://salt.tikicdn.com/cache/280x280/ts/product/49/e4/63/85dd1ec238544e1a6e7c1dc5577f2e99.png,3,19588,Comet,137851814
596,Bàn Là Ủi Áo Quần Hơi Nước Cầm Tay Tiện Lợi Loại 1 Hàng Chính Hãng MINIIN- Là Được Tất Cả Loại Vải- Gấp Gọn Tiện Dụng,384000,"Bàn Là Ủi Áo Quần Hơi Nước Cầm Tay Tiện Lợi Loại 1 Hàng Chính Hãng MINIIN- Là Được Tất Cả Loại Vải- Gấp Gọn Tiện DụngTHÔNG SỐ KÝ THUẬT- Công suất cao 1500W, xả nhanh 30S- Vòi phun áp lực 7 lỗ phun...",https://salt.tikicdn.com/cache/280x280/ts/product/5c/31/1c/6f558a4fd428c0eb22b3cc175883cc1f.jpg,3,5132069,MINIIN,130412385
597,Nồi cơm điện mini Chigo 0.8L - CFXB15E dùng cho 1-2 người ăn công suất 350W nấu nhanh ruột chống dính 5 lớp - Hàng Chính Hãng,800000,"Nồi Cơm Điện Mini ChigoĐiện áp : 220v - 50HzCông Suất : 350WDung tích nấu cơm : 0.8LDung tích thực 1,5LKích thước 22.8 x 22.5 x 22.5cmChế độ Nấu Cơm / Nấu CháoNấu cơm nhanhNồi cơm điện mini ...",https://salt.tikicdn.com/cache/280x280/ts/product/14/a5/09/cc657029da4c83cda28fa524b26c942c.jpg,3,484375,OENON,127907978
598,Máy hút bụi cầm tay Karcher VCH 2,876000,"* Mô tả sản phẩm- Nhỏ gọn và rất mạnh mẽ, máy hút bụi cầm tay VCH 2 chạy bằng pin rất phù hợp cho việc hút bụi hàng ngày, nhanh chóng xử lý các mảnh vụn, bụi hoặc tóc trên đồ nội thất và sàn nhà hoặc...",https://salt.tikicdn.com/cache/280x280/ts/product/92/de/df/8728a23f31228182ae9249c0f700f59a.jpg,3,52401,Karcher,73090080
599,Máy Làm Bánh 3 Trong 1 Tiross TS513 (750W) - Hàng Chính Hãng,587000,"Máy nướng 3 trong 1Máy làm bánh 3 trong 1 Tiross TS513 với 3 loại vỉ nướng đi kèm, bạn có thể làm các loại bánh khác nhau như bánh sandwich, bánh waffle, bánh quy, bánh trứng, hay nướng thức ăn trực ...",https://salt.tikicdn.com/cache/280x280/ts/product/93/89/dd/ca221caf2dd1e77ab311b35adb7f093d.jpg,3,25706,Tiross,403438
600,Quạt Bàn Đảo 2 Tấc Senko BD230 (27W) - Hàng chính hãng,235000,"AN TOÀN SỬ DỤNG SẢN PHẨM+ Lồng quạt có khe hở nang quạt nhỏ, ngón tay người không thể chạm vào cánh quạt.+ Người sử dụng không chạm được vào bộ phận mang điện bên trong quạt+ Có cầu chì bảo vệ chốn...",https://salt.tikicdn.com/cache/280x280/ts/product/96/c2/db/17ba1451278d4f771fc33067c9864a73.png,3,114568,SENKO,795679
601,"Tông Đơ Cắt Tóc Cao Cấp KEMEI 809C Loại Có Dây, Công Suất 12W, Máy Hớt Tóc Gia Đình Salon Chuyên Nghiệp, Lưỡi Cắt Titatium, Động Cơ Hạn Chế Tiếng Ồn - HÀNG CHÍNH HÃNG",208000,"Tông Đơ Cắt Tóc Chuyên Nghiệp Kemei 809CHiện nay, việc mua tông đơ về cắt tóc cho cả nhà là chuyện thường gặp tại các gia đình tại Việt Nam. Bố cắt cho con, các mẹ cắt cho các bé khi các bé sợ ra tiệ...",https://salt.tikicdn.com/cache/280x280/ts/product/b5/16/dc/af49975adf5dbbfce6b0c0f94997aeae.jpg,3,63894,Kemei,169604123
602,Máy Xay Thịt Philips HR1393 (0.7 Lít) - Hàng chính hãng,585000,"Thiết kế đẹp mắt, chân đế chống trượtMáy Xay Thịt Philips HR1393 sở hữu thiết kế nhỏ gọn, tinh tế, hiện đại, đây sẽ là một phụ kiện tuyệt vời giúp cho những người nội trợ chuẩn bị những bữa ăn gia đì...",https://salt.tikicdn.com/cache/280x280/ts/product/db/cc/7a/e8e8e0bfa7cb4f3d4322a0ab7fcbac54.jpg,3,19018,Philips,444297
603,Máy Hút Bụi Công Nghiệp Hút Khô Và Ướt USA Stanley SL19417P-6A - 23 lít/ Công suất 4000W (5.5HP) - Hàng Chính Hãng,1832600,Máy hút bụi Công nghiệp 3 chức năng Stanley SL19417P-6AMiêu tả sản phẩm:Máy hút bụi Stanley SL19417P-6A thuộc thương hiệu Stanley nổi tiếng của Hoa Kì.Máy có cấu tạo vỏ từ chất liệu PE chuyên dụng c...,https://salt.tikicdn.com/cache/280x280/ts/product/40/02/18/08c33aaa78fb616b697435e4a87f1321.jpg,3,26718,Stanley,158746240
604,"Máy sấy tóc mini CameWell, máy sấy tóc công suất lớn 1000W, 2 chế độ sấy nóng/ lạnh, ngắt khi quá nhiệt an toàn CW01HD",75000,"Máy sấy tóc mini CameWell chính hãng công suất lớn 1000W tạo kiểu tóc chuyên nghiệp 2 chiều nóng lạnh CW01HDMáy sấy tóc Camewell được trang bị công nghệ cao cùng với các ion dưỡng, chống làm xoăn cứn...",https://salt.tikicdn.com/cache/280x280/ts/product/34/99/2c/9cbdf37880d6e604a575de52cf900008.jpg,3,8189173,CWELL,166340890
605,"Quạt đeo cổ, Máy điều hòa không khí cá nhân",89900,"Là một thiết kế mới vào năm 2021, chiếc quạt cổ cầm tay cá nhân này đã được cải tiến trên nền tảng của chiếc quạt cổ truyền thống, kết hợp với thiết kế và ý tưởng đeo của tai nghe, nó thực sự là một c...",https://salt.tikicdn.com/cache/280x280/ts/product/d4/84/f0/dc588c70b65bd120ff302935750820b4.jpg,3,111461,OEM,137864140
606,Bếp Nướng Điện Kangaroo KG699G 2000W - Hàng chính hãng,492000,"Thiết kế sang trọngBếp nướng điện Kangaroo KG699G 2000W với thiết kế chắc chắn, bạn sẽ ấn tượng với cái nhìn đầu tiên. Với chất liệu hợp kim cao cấp bề mặt phủ lớp men chống dính, tay cầm thiết kế dạ...",https://salt.tikicdn.com/cache/280x280/ts/product/2a/af/c3/8c7ef66676069458c61f9b333f490c83.jpg,3,19589,Kangaroo,3611017
607,Nồi lẩu mini đa năng 2 tầng ca nấu mì điện hấp hàn quốc,109550,Nồi lẩu mini đa năng 2 tầng ca nấu mì điện hấp hàn quốcKích thước lớn 18cm (Thị trường bán rất nhiều loại 16cm khách lưu ý!)Màu sắc : được chọn màu chính xácAnh chị lưu ý:Bên em chỉ bán loại tốt v...,https://salt.tikicdn.com/cache/280x280/ts/product/4e/0a/00/8c18c6a252cf42e4c3ad600690014803.jpg,3,111461,OEM,112328914
608,"Giường xếp gấp gọn di động SUMIKA 386, khung thép, có bánh xe",1509000,"Với thiết kế giường đơn gấp gọn SUMIKA 386 phù hợp với những không gian nhỏ hẹp như căn hộ, chung cư, văn phòng,… chiếc giường kiểu dáng gấp gọn thông minh SUMIKA không chỉ đem đến sự thuận tiện khi b...",https://salt.tikicdn.com/cache/280x280/ts/product/83/a8/6b/956ee960ef88d022d4ea4f29f5975418.jpg,4,51302,Sumika,262731552
609,Ổ Cắm Điện Du Lịch Quốc Tế Đa Năng Tích Hợp 3 Cổng USB-A 1 Cổng USB C. Chất Liệu Nhựa PC Chống Cháy Phù Hợp Với Hơn 150 Nước. Hàng Chính Hãng Tamayoko,281000,MÔ TẢ SẢN PHẨM Ổ Cắm Điện Du Lịch Quốc Tế Đa Năng Tamayoko - Trợ thủ không thể thiếu của bạnTích hợp 3 cổng USB-A và 1 cổng USB type C công suất 15W cho phép sạc nhanh nhiều thiết bị cùng lúcC...,https://salt.tikicdn.com/cache/280x280/ts/product/a7/72/6a/23a78706cf8229b5eb38ce1ba4db31ba.png,4,4244853,Tamayoko,203757099
610,Bình Giữ Nhiệt Bằng Thép Không Gỉ Lock&Lock Vacuum Bottle LHC6180SLV (800ML),332000,Đặc điểm nổi bậtBình Giữ Nhiệt Thép Không Gỉ Vacuum Bottle Lock&Lock LHC6180FU (800ml) thiết kế xách tay dễ dàng cho việc mang theo. Màu sắc nổi bật mang đển cảm giác trẻ trung khi sử dụng.Bình...,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/66/3d/43/a79f866f7ed71bcf4799085f9ffe6995.jpg,4,48077,LocknLock,73124602
611,Bình Giữ Nhiệt Lock&Lock Energetic One-Touch Tumbler LHC3249 - 550ML,272000,"Đặc điểm nổi bậtBình Giữ Nhiệt Lock&Lock Energetic One-Touch Tumbler LHC3249 - 550ML với thiết kế nắp mở một chạm dễ dàng, chỉ cần đẩy nhẹ sang trái để mở khóa đồng thời mở nắp.Miệng cốc rộng d...",https://salt.tikicdn.com/cache/280x280/ts/product/e1/8c/3c/9f3524fd1f998f292ec40da6647a7e80.jpg,4,48077,LocknLock,83412126
612,"Bộ cây lau nhà tự vắt thông minh, chổi lau nhà 360 độ, lau sạch khô nhanh - Parroti Pro PR01",439000,   BẠN MUỐN MUA THÊM SẢN PHẨM KHÁC CỦA PARROTI Bộ lau nhà ProMax - Size LớnThùng rác Parroti BinCọ bồn cầu Parroti Silicon Bộ cây lau nhà thông minh tự vắt Parr...,https://salt.tikicdn.com/cache/280x280/ts/product/36/82/31/40994bfa1587bda48fc83ffa0bae5a6d.png,4,746615,Parroti,53789448
613,Bình Giữ Nhiệt Locknlock Bucket Tumbler LHC4269 540ml,267000,"Đặc điểm nổi bậtBình Giữ Nhiệt Locknlock Bucket Tumbler LHC4269 có tay cầm chắc chắn thuận tiện mang đi.Nắp bình và lưới lọc được thiết kế có thể tháo rời, giúp dễ dàng vệ sinh.Nắp cũng được trang...",https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/02/c8/60/6091f8204ac012737135c39001b0dab4.jpg,4,48077,LocknLock,99868980
614,Ổ cắm điện đa năng kết hợp ổ cắm USB Nakagami chất lượng cao công nghệ Nhật Bản - Màu ngẫu nhiên,159000,Ổ cắm đa năng USB Nakagami công nghệ Nhật Bản. Sản phẩm ổ cắm điện Nakagami có thiết kế kiểu dáng nhỏ gọn có thể sử dụng đa năng cho nhiều vị trí trong gia đình bạn. Thiết kế bao gồm 2 lỗ cắm USB và ...,https://salt.tikicdn.com/cache/280x280/ts/product/5d/44/7a/df37b4d47bc5d72e0ca6e47f506fb0c8.jpg,4,290071,Nakagami,84566545
615,Áo mưa dây kéo vải dù tổ ong chống thấm ( nhiều màu),99750,"Áo mưa dây kéo vải dù tổ ong chống thấm nhiều màu,chất vải dù siêu nhẹ ,thích hợp cho cả nam và nữ.Kiểu dáng nhỏ gọn, màu sắc tươi sáng, gọn nhẹ, dễ dàng gấp gọn bảo quản.Thiết kế to, rộng mà không nặ...",https://salt.tikicdn.com/cache/280x280/ts/product/19/72/1e/acdee09fbf0bbb0c2a21fcf0b4d34a48.jpeg,4,111461,OEM,33067171
616,Dụng cụ băm rau củ quả Lock&Lock Quick Chopper,117000,"Lực băm nghiền mạnh nhờ hoạt động bằng phương pháp xoay và ba lưỡi dao bằng thép không gỉ.Nếu bạn kéo thanh kéo nhiều lần, ba lưỡi dao sẽ quay nhanh và băm đều rau củ.Lưỡi dao bằng thép không gỉ k...",https://salt.tikicdn.com/cache/280x280/ts/product/59/a2/fb/1d39343a464cfb7df28929aab83610e1.jpg,4,48077,LocknLock,58804363
617,"Kệ Wifi Treo Tường 2 Tầng Không Cần Khoan Để Đầu Thu Kỹ Thuật Số, Remote, Điện Thoại - IG407",60000,Sản phẩm Kệ Treo Tường Định Tuyến Wifi - IG407 IGA là một món hàng nội thất trang trí nhỏ gọn tiện lợi dành cho phòng khách nhà bạn.Kệ gỗ wifi treo tường chứa thiết bị phát sóng wifi sẽ tô ...,https://salt.tikicdn.com/cache/280x280/ts/product/c0/20/26/d18b12c8541c13c0a059761cd6a3159d.png,4,523789,IGA,169848307
618,Bộ lau nhà xoay 360 độ Sunhouse KS-CL330S,275000,Thùng giặt bằng nhựa chắc chắnBộ lau nhà xoay 360 độ SUNHOUSE KS-CL330S được thiết kế tiện dụng với thùng vắt làm bằng nhựa tổng hợp với 2 màu sắc bắt mắt là xanh lá cây và màu tím. Kích thước phù hợ...,https://salt.tikicdn.com/cache/280x280/ts/product/76/9d/74/dbeb4e29556d9efeaf86e2b2e54db741.png,4,41048,Sunhouse,71890908
619,"Áo Mưa Cánh Dơi Có Kiếng Đèn, Áo Mưa Kiếng Đèn Vải Dù Loại Siêu Dày, Hàng Việt Nam, Khổ To Rộng, Chống Thấm Hiệu Quả, Phù Hợp Nam Và Nữ, Có Túi Đựng, Có Lựa Chọn Màu Sắc",123500,"- Áo mưa có kiểu dáng hết khổ to rộng, được thiết kế thêm túi đựng nên dễ dàng gấp gọn bảo quản.                                         - Mặt trước có bóng kính trong suốt cho đèn xe, tiện dụng k...",https://salt.tikicdn.com/cache/280x280/ts/product/6e/bf/29/4e5954d0216947c395acdf70ff6555c6.png,4,837855,XUDI,92453371
620,Đèn Bàn Học LED USB Di Động Cao Cấp Có Thể Gập Hai Chỗ – 03 Chế Độ Ánh Sáng Vàng Bảo Vệ Mắt Chống Cận eLights,178000,"MÔ TẢ SẢN PHẨM*LƯU Ý !!!: Sản phẩm có 03 phiên bản: Đèn không tích điện: cần phải cắm vào nguồn điện như: ổ điện, máy tính, sạc dự phòng mới có thể sử dụng đượcĐèn tích điện: tích hợp pin lithium...",https://salt.tikicdn.com/cache/280x280/ts/product/a6/32/52/ce064eeb6458c9ddd1833143e4184279.jpg,4,835483,eLights,54484578
621,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa)",857000,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa) được làm bằng chất liệu thép không gỉ cao cấp, không những bền chắc mà còn mang lại hi...",https://salt.tikicdn.com/cache/280x280/ts/product/60/6c/1b/4c401b4561004f280363f3920023bad8.jpg,4,48077,LocknLock,53583472
622,"Ô Dù che nắng, che mưa, có nút bấm 2 chiều, hàng chất lượng, dễ thương, thiết kế sang trọng và bền bỉ, ô dù có lựa chọn màu sắc, ",186200,"Ô dù được sản xuất trên công nghệ Nhật BảnĐộ mở rộng tới 120cm với 10 nan ô nan ô dày, thép dẻo chịu lực tốt hạn chế gập gẫy sản phẩmKhung, cán chắc chắn, bền đẹp không gỉNút bấm đóng mở tự động thời ...",https://salt.tikicdn.com/cache/280x280/ts/product/32/6f/07/c103a9c3d14b788558d8b81fbc2468bf.jpg,4,837855,XUDI,94778000
623,Ly nhựa 2 lớp LocknLock kèm ống hút HAP507 750ml,112000,"Ly nhựa 2 lớp LocknLock kèm ống hút HAP507 750ml hai lớp cách nhiệt tốt, ngăn chặn sự ảnh hưởng từ nhiệt độ bên ngoài. Bề mặt ly ít bị đọng nước dù bạn dùng ly để đựng nước đá.Miệng ly rộng giúp bạn ...",https://salt.tikicdn.com/cache/280x280/ts/product/21/d7/bc/b80fd5aa548700350c3e039f61c13d4d.jpg,4,48077,LocknLock,56941523
624,Bình giữ nhiệt có ống hút Lock&Lock Bucket Tumbler with Straw LHC4268 540ml,267000,Đặc điểm nổi bậtBình giữ nhiệt có ống hút Lock&Lock Bucket Tumbler with Straw LHC4268 thiết kế tay cầm chắc chắn giúp bạn thuận tiện mang theo mọi lúc mọi nơi.Thân bình có cấu tạo 2 lớp và tất ...,https://salt.tikicdn.com/cache/280x280/ts/product/69/29/fb/ac4c518f08ad59d463d3104c372ea10e.jpg,4,48077,LocknLock,99994000
625,"5 Viên Pin CR2032 3V Panasonic Lithium thay pin Smartkey , Cmos , Pin thay Airtag - Hàng chính hãng",75000,Hàng năm có khoảng 600 triệu viên pin bị vứt bỏ. Số lượng pin này xếp dài ra sẽ tương đương quãng đường từ Anh sang Úc!Pin có nhiều loại với nhiều kích thước khác nhau: Có viên pin có kích thước chỉ n...,https://salt.tikicdn.com/cache/280x280/ts/product/a1/1f/95/d1b7de1071d058a44fa1dc956487d167.png,4,18804,Panasonic,17423771
626,Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml,186000,"Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml thiết kế vách ngăn giúp thực phẩm không bị trộn lẫn khi bỏ vào chung một hộp.Borosilicate là thủy tinh chịu nhiệt (lên tới 120 độ C), an toàn...",https://salt.tikicdn.com/cache/280x280/ts/product/4d/5d/ee/bbe447ab4330f401117ba9ee7112291a.jpg,4,48077,LocknLock,73125530
